id,listing_url,description
69385,https://www.airbnb.com/rooms/69385,"$199/nt for 2 Guests in the Winter!  30-Seconds from your Bed to the Beach - Single Family Home w/ garage -Sleeps 6! Steps from the boardwalk and close enough to the shops and restaurants that you will not need to use your car. Located in the heart of North Mission Beach and steps from the boardwalk, ocean and bay! You will be within walking distance to all kinds of shopping and restaurants. SeaWorld, the airport and the Zoo are all within 20-min drive and Mexico is a just 30-min drive south. Great restaurants, bakeries, coffee shops, bars and night clubs are all within walking distance. We also have great grocery shopping with a large Ralphs Supermarket, Trader Joe's and Sprouts (.5-2 miles away) Our home is 3-stories with a 2-car garage, washer and dryer. There are balconies off every level, and an outdoor shower to rinse the sand off before coming inside. Off the garage is a half-bath with washer and dryer.   The first floor bedroom has a king bed and attached bathroom with stall sh"
75668,https://www.airbnb.com/rooms/75668,"Medium large bedroom with a queen bed, large fitted closet, cable TV (record your favorite shows) and an adjacent private 4 piece full bathroom in a 2 bedroomed 2 full bathroom condo.  The unit is located a mile from the world famous San Diego Zoo and Balboa Park. (You can easily walk or take the #7 bus, 200 yards away.) The lively vibrant neighborhood of Hillcrest which boasts great restaurants and clubs is within 10 minutes walking distance. Buses to downtown San Diego, Old Town, East County, Sea World, Ocean Beach, Mission Beach, Pacific Beach, La Jolla, and Mission Valley are 3 blocks away. (It is also possible to ride the trolley, from downtown, to the Mexican border and visit the city of Tijuana.) The property provides, free Wi-Fi, TV, the use of the living room and kitchen. There are weekly and monthly rates available."
77785,https://www.airbnb.com/rooms/77785,"My place is close to Old  Town San Diego. Great location and ambiance. Ideal for couples, solo & business travelers, and families. We are minutes to Sea world, Downtown, San Diego Zoo, Balboa Park and shopping! Walking distance to the trolley station. * Te encantará debido a la ubicación. Estamos a minutos de Sea World, Downtown, San Diego Zoo, Balboa Park y de compras. Estamos a poca distancia de la estación de tranvía (15 minutos a pie) que te lleva a Little Italy y al centro de la ciudad. Fully furnished, weekly cleaning available.  Available for business travel and LONG term summer vacations. Fully furnished. WIFI Internet. Apple TV available. You will have exclusive access to one bedroom with a full bath. Share living area and kitchen. Washer/Dryer available in the unit. The condo is my personal retreat. My personal items are stored in a closet located in the second bedroom. Historic Old Town San Diego California with museums, shops and great restaurants! Public transportation is"
79300,https://www.airbnb.com/rooms/79300,"This is very large room with a California King bed, large fitted closet, cable TV (record your favorite shows)  and an ensuite 4 piece bathroom,  in a 2 bedroom 2 full bathroom condo.  The unit is located a mile from the world famous San Diego Zoo and Balboa Park. (You can easily walk or take the #7 bus, 200 yards away.) The lively vibrant neighborhood of Hillcrest which boasts great restaurants and clubs is within 10 minutes walking distance. Buses to downtown San Diego, Old Town, East County, Sea World, Ocean Beach, Mission Beach, Pacific Beach, La Jolla, and Mission Valley are 3 blocks away.  It is also possible to ride the trolley to the Mexican border and visit the city of Tijuana.  The property provides, free Wifi, TV, the use of the living room and kitchen. There are weekly and monthly rates available."
103417,https://www.airbnb.com/rooms/103417,"Three additional rooms offered at this address: La Jolla Peaceful La Jolla Serene LJ Private Cottage: Lng Trm Only-3 Blks Ocn The Retreat enjoys a queen size bed with down comforter.  Sleep in confidence with  the complete protection of SureGuard Mattress-Box Spring-Pillow Encasements. The Retreat is  one of two bedrooms in the main home,  complete with  ceiling fan, night stand, two table lamps, one floor lamp next to the sofa, a T.V. enclosed inside the sliding mirrored doors of the closet.  There is a view to the main patio with its lush garden and sound of the waterfall-pond.   Enjoy a self prep breakfast at our pre-set breakfast table: coffee: caff-decaff, tea, yogurt, fruit, juice, steel cut oats, muesli, almonds, sunflower seeds, craisins, bread, jam, honey, cinnamon, butter and its substitutes, organic dairy-soy-almond-rice milk-half-half, and when available organic brown eggs from happy hen-free range chickens, with pesto side. Offering a unique, tranquil alternative to impers"
103420,https://www.airbnb.com/rooms/103420,"The Serene is  one of two bedrooms in the detached cottage behind my main home, complete with  ceiling fan, two night stands with lamps, an overstuffed chair, T.V., desk a desk for in-home office work.  The Serene enjoys a queen size bed with down comforter.  Sleep in confidence with the complete protection of SureGuard Mattress-Box Spring-Pillow Encasements. The Serene has its own private patio.  With sliding door and curtains open, screen door closed, and with the  light from the moon, stars, and / or outdoor candle,  one has the sense of sleeping IN the  garden while tucked in the warmth of a comfortable bed. The bathroom has a tiled floor, shower, oversized sink with a window view out to the peaceful inner patio containing a rock waterfall pond,  all  surrounded by foliage.  Enjoy a self prep breakfast at our pre-set breakfast table: coffee: caff-decaff, tea, yogurt, fruit, juice, steel cut oats, muesli, almonds, sunflower seeds, craisins, bread, jam, honey, cinnamon, butter and it"
103720,https://www.airbnb.com/rooms/103720,"The Gaslamp Room is one of 7 private keyed off guest rooms in this large family Estate.  For a look at all our Airbnb listings go here https://www.airbnb.com/users/507423/listings   Live like a ""Local"" and Walk one block from our quiet residential street to 100's of award winning restaurantes, bars, and boutique shopping.  Included in your room rate:  BREAKFAST, PARKING, WIFI, SNACKS & 24/7 COFFEE TEA STATION.  A guest refrigerator and microwave are always available to heat beverages or leftovers.  Furnished with a luxury Queen Bed and private bath. This popular guest room is our smallest, and one of 7 here at Hillcrest House. Black & White Art Deco tile on the shower and flooring adorn its private bathroom. Sunshine filled, with vaulted ceilings, heat and A/C this room is perfect for one, functional for two. Located on the 2nd floor of the Main House.  DAILY HOUSEKEEPING SERVICE IS NOT INCLUDED IN THE DISCOUNTED AIRBNB ROOM RATE. 1 of 7 guest rooms at Hillcrest House, the Gaslamp Room"
103841,https://www.airbnb.com/rooms/103841,"Your private bedroom, private bathroom tucked away upstairs in a townhouse for a comfortable and peaceful stay. Tranquil, clean, family friendly townhouse in a great neighborhood. Shared downstairs living room, dinning room, kitchen, and patio garden. North Costal San Diego, Carmel Valley area, near Del Mar Fairgrounds, UCSD, and just minutes away from beaches and within 20 minutes drive to most popular tourist destinations in San Diego.  (房东懂中文) Beautiful serene neighborhood in Carmel Valley Del Mar Heights areas located in North San Diego County. Your private bedroom has one queen size bed and one foldable floor sofa bed - this room can be used for two adults and one child. There are plenty of blankets, pillows, heating blanket, sheets, towels (100% cotton), and disposable house slippers for you to use. Your bedroom also overlooks the patio garden and fresh scented pine trees are just outside the window. In your room, you will discover Airbnb magazines, local guides, and various book"
108349,https://www.airbnb.com/rooms/108349,"Find location and privacy in our spacious townhome just 800ft from the beach in Pacific Beach. With 3 private patios bathed in sunshine and ocean breezes, our 3-bedroom stands out as a relaxing oasis just steps to the beach, shops and restaurants. Come stay at the Felspar Townhome with family and friends and enjoy San Diego like you lived here. With 3 patios, private attached garage and plenty of space and privacy, you won’t believe you are just 2 blocks away from the beach boardwalk, shops and restaurants in Pacific Beach. Please note that we don't have AC. Our 3-bedroom/2.5 bath home can comfortably accommodate 7 people. The living room has a dramatic cathedral ceiling, a huge plush sofa and a large dinner table that fits your group comfortably. Plus, there's a powder room. Downstairs you will find the Master Suite. This room can be customized with a king bed or 2 twin XL beds according to your preference. A third guest can sleep in a fold out bed set up upon request. The room is equ"
117896,https://www.airbnb.com/rooms/117896,"Located in the prestigious La Jolla Neighborhood Bird Rock, this bright and beautiful room is close and easy access to everything. Beaches, restaurants, grocery stores, bakery, bars, bike paths are all within walking and biking distance. Free BIKES  Welcome to La Jolla Beach Paradise, Located in the prestigious La Jolla Neighborhood Bird Rock, this bright and beautiful room is close and easy access to everything. Beaches, restaurants, grocery stores, bakery, bars, bike paths are all within walking and biking distance. Free BIKES for use!!! The room with private entrance and private bath  has a king size bed, ceiling fan, spacious closets, refrigerator, microwave and coffee maker.  Bikes,  beach towels, cooler, boogie boards, beach chairs, coffee, tea, shampoo, conditioner, and high speed internet ALL included at no additional charge. Enjoy and relax in our beautiful garden( hot tub) or take a 5 min. walk to Tourmaline beach and watch the surfers or try it yourself :). Stop at one of ma"
119063,https://www.airbnb.com/rooms/119063,"Pacific Beach Duplex. 4 Blocks to the Beach, 4 Blocks to the Bay, in the heart of Pacific Beach.  Live like a local - fully furnished 1 Bedroom (1 Cal-King bed), pullout full size Sofa bed, 1 Bath with full kitchen, BBQ on private deck for grilling. Large front yard. Full sized washer and dryer. No need to rent beach equipment--use our bikes, boogie boards, games and more! Beautiful front yard with vegetable garden, enjoy fresh veggies when in season. 2 off street parking spots to easily come and go in the busy summer months...but you may not need to move your car as grocery stores, restaurants, and nightlife are within 2 blocks walking distance. We are even pet friendly if you are traveling with your pet.  This is a family oriented property and we ask that quiet hours between 10 pm and 8 am are respected for our neighbors and for the community. Manager/Owner in town and is available to offer concierge services if desired."
123990,https://www.airbnb.com/rooms/123990,"2016- Updated interior  A gorgeous modern Mediterranean home with resort-like backyard, luxurious furnishings, large and well-stocked kitchen, and every amenity to make your San Diego vacation perfect. Located within minutes of the beaches at Del Mar and Torrey Pines. Coastal Luxury- The home is beautiful with nearly 3700 sq ft of laid-back luxury. It has a gourmet kitchen with every amenity;  Alpico dishes, high end cookware, Sub-Zero fridge, Wolf Range, Whirlpool Dishwasher.  This is an entertainer's paradise.   The gorgeous yard with mature trees and resort-like landscaping lend a relaxed and private feel to your get-away. A professional Weber BBQ on spacious patio, and outdoor fireplace for roasting marshmallows.   Master Bedroom with oversize soaking tub and stone-finished shower.  High thread count sheets and plush down comforter add luxury to the experience. 2 additional bedrooms bedrooms= 1 full-bed, 2 twin beds, and available air-matress will allow for a variety of sleeping ar"
126344,https://www.airbnb.com/rooms/126344,"Our stylish beach house in North Pacific Beach combines the comfort of a newly built home and the best location ever - 2 blocks (0.3 mile) from the ocean and strategically protected from the boardwalk crowds. Enjoy the fun of a walkable neighborhood with beach, restaurants and shopping and retreat to our lush backyard getaway when it's time to chill. The Tourmaline House is real house, with a yard - not a duplex, not a condo. With plenty of private space, our home is the ideal spot for a relaxing getaway with family and friends. Please note that we don't have AC. The photos in the listing were taken in 2018. We are located 2 blocks from the beach, shops and restaurants in Pacific Beach, an exciting neighborhood that invites you to walk and explore without the need of a car.  Our newly built home is decorated with style and stocked with all the comforts you'll need. Plus, enjoy a private backyard retreat and amenities like bikes, in-house laundry, Wi-Fi, baby items and beach gear, all i"
132966,https://www.airbnb.com/rooms/132966,"Open and bright studio on third floor of upscale elevator building, with indoor garage, swimming pool and hot tub. Just 2 blocks to the beach, next to supermarket, restaurants and Cafe. Everything you need to stay comfortable on this top location. Bright Studio with ocean views on North Pacific Beach, just 2 blocks from Turmaline beach, with great surf and beautiful sunset. You will be on the 3rd floor of an elevator building recently renovated, clean, quiet and pleasant. Full kitchen, with microwave, stove, oven and large refrigerator with separate freezer. Marble counter, plenty of cabinets. All utensils necessary for cooking, plus a coffee machine, a blender and a Juicer. Table and 2 chairs. In the large room a combination of bedroom & living room, find:  Queen size bed with linen.  Large closet, (inside find an air mattress available for occasional guests and blankets).   A small desk and chair,   Sofa,  Coffee table 42"" Flat screen TV with Dish TV over 200 channels. The bathroom:"
134731,https://www.airbnb.com/rooms/134731,"Studio only available occasionally so book now! (3 night minimum) Beautiful spacious private studio with white water ocean views from room and large outdoor deck. Walking distance to Torrey Pines State Beach and Natural Reserve. Lots of fine restaurants within walking distance and Bird Rock coffee shop. Short drive to downtown Del Mar for more restaurants and Charming shops, del mar plaza, scenic Seagrove Park and Powerhouse Parks, beaches and nearby Del Mar Racetrack and fair grounds approximately 3 miles away.This peaceful private studio is available weekly or monthly depending on season.  A large outdoor deck has magnificent views of the ocean, lagoon and nature reserve and is the perfect location to watch the sunset, bird watch, or just relax under the covered lounging area. The interior is nicely furnished and decorated. Kitchen server has microwave, coffee pot, toaster, refrig. etc. Studio has a 32"" flat screen tv. Wireless internet is available on site. Studio is attached to the"
146886,https://www.airbnb.com/rooms/146886,"Parc Suites San Diego is a Victorian Manor, lovingly restored into what is now one of the most unique and comfortable lodging facilities within one minute of downtown San Diego's exciting Gaslamp District. We offer value pricing and specialize in Extended Stay housing. Parc Suites maintains full time staff to insure units and grounds are in top condition. Each unit is designed to host 1-2 guests maximum to insure that our tranquil environment is always intact. Super Quiet, Super Central. Parc Suites San Diego is a Victorian Manor, lovingly restored into what is now one of the most unique and comfortable lodging facilities within one minute of downtown San Diego's exciting Gaslamp District.  Parc Suites is located in San Diego’s largest Historic District.  It is the former home and health retreat of one of San Diego’s most prominent citizens, Dr. J.M. Peebles.  Dr. Peebles traveled the globe back in the late 1800’s but always returned home to what is now Parc Suites San Diego.  While st"
149548,https://www.airbnb.com/rooms/149548,"Staying here is like a visit with an old friend... Have all the privacy you need or chat as you wish. I love hearing and sharing life and travel experiences. On peut parler un petit peu francais... Hablamos un poquito espanol. Never a stranger... * MUST AGREE TO HOUSE RULES BEFORE BOOKING * Welcome to your Mission Bay Getaway Retreat... a 5-star immaculately clean, contemporary and relaxing home designed for a restful stay.    * 3 minutes to Mission Bay, 5 minutes to SeaWorld, 10-12 minutes to La Jolla, Downtown, Zoo, Beaches (Mission Beach, Pacific Beach) by car... * - FREE Wifi & FREE parking - FREE USE of beach towel, beach chairs, beach umbrella, boogie board! - Bedroom appointed with queen bed, roomy dressers, remote-controlled ceiling fan/light, high quality fresh fine linen and towels, comfortable Sealy pillows lined hygienically with pillow covers... also remote room air conditioner - Shared bathroom cleaned regularly & equipped with a deep Jacuzzi SPA bath tub (no jets) - Kitc"
149565,https://www.airbnb.com/rooms/149565,"WELCOME Comic-Con Fans - I am making my room with futon mattress available to true fans this week only. NO drugs, smoking or drunkenness, MUST be quiet outside due to quiet family area. Super clean shared bath, so perfect for low maintenance travelers only.  I live here and your comfort is important to me....A stay here is like a visit to an old friend! NOTE: reviews in this listing based on whole house rental previously - now revised to just 1 room. Quiet 3 bedroom/1 bath remodeled contemporary 5-Star CLEAN Mission Bay house. DO NOT book if you are inexperienced to AirBnB, high maintenance and/or not adaptable. This particular listing is owner's room made available for Comic-con only. Super clean house. - FREE wifi - Custom bathroom with Jacuzzi SPA bath tub (no jets) - Modern & relaxing ambiance - Italian porcelain tiles and luxury plush carpets - Chaise relaxing room, backyard gazebo and more! - 3 minutes to Mission Bay, 5 minutes to SeaWorld, 12 minutes to La Jolla, Downtown, Conve"
161818,https://www.airbnb.com/rooms/161818,"Update-We moved.  The following description refers to our current location.  We are in a lovely craftsman home the Kensington  neighborhood.  Please contact to discuss.  We are looking for longer term guests, no pets, ideally one person. We've been hosting guests since 2011.  Fun space, fun neighborhood, fun hosts.  Most of our guests are long-term, multiple-month guests.. We've made great friends from all over the globe. Great Location.  Huge home.   Close to all that San Diego has to offer. Great Restaurants and much to do in the area.  In Mission Hills, near Little Italy, Downtown and the Gaslamp District.  Beaches nearby as well.  Near the airport and downtown SD. One Large room in a 5 bedroom home.   1 room has a queen sized bed.   Shared living area and kitchen.  A friendly dog and cat live with us. We are very close to bus and trolley stops.  Ride sharing services, Uber and Lyft are readily available. Plenty of bike-sharing and scooters around the neighborhood. Street parking. B"
165967,https://www.airbnb.com/rooms/165967,"Mike's Place is an artistic retreat right in the middle of the city. It sits between a California Bungalow from 1910 and an art studio. Located in a turn-of-the-century neighborhood surrounded by canyons and less than a block from the pedestrian ""Poetry Bridge"" that connects to all of Hillcrest. Within a five minute walk are restaurants, theaters, coffee shops, gyms, and bookstores. The San Diego Zoo and Balboa Park can be reached on foot or by bus. The beaches and the airport are a ten minute drive. Relish the seclusion and revel in the night-life and culture of central San Diego. If the days are booked in the cottage we could possibly have an opening in the house.  ( https://airbnb.com/h/mikes-house-and-garden). The cottage features full amenities that include: Tempurpedic™ queen-size bed. Wi-Fi or High Speed Computer Ethernet connection. HDTV with Premium Channel Cable, air conditioning, refrigerator, microwave, wet bar, coffee maker, toaster, and iron.  Window seat for sitting, rea"
166787,https://www.airbnb.com/rooms/166787,"Minimum 30 day rental period. Thanks for your interest in my place!  Please read my description here and my guidebook as many of the questions you may have are answered here. Located right at the end of Shelter Island this quaint studio condo is perfect for the sailor or water lover.  Within walking distance to many restaurants, bars, marinas, cozy coffee shops,yacht clubs, bay front walking trail, and even a Sunday farmer's market.  Complex has a pool, game room with pool and foosball table, and a gym on the premises with plenty of free street parking.  The unit has a queen murphy bed (real mattress with memory foam topper), and a pull out futon sofa, that is most comfortable for 1-2 people but could accommodate up to 3 if you don't mind getting cozy.  Small fridge, microwave, and stove top for cooking.  Flat screen TV and dvd player for movie watching.  Large balcony with table and barbeque that look out onto the pool deck and bay. The condo is located approximately 4 miles from down"
167022,https://www.airbnb.com/rooms/167022,"Cottage style living in sunny San Diego.  Room with Queen size bed inside our home with your own bathroom in a cottage style house blocks from the bay and near the beach. Cottage style living in sunny San Diego. Stay in a 100 sq ft furnished room with your own bathroom in a cozy home near the beach.  100% smoke free. Please, smokers need not inquire. Your room is very private and cozy and it will be clean and ready for you with fresh linens. You have your own bathroom just outside your room hallway. You do not share it with any of the roommates, but it is the house bathroom for day guests and some common use so we ask that you please keep it neat and at the same time please do not expect it to be pristine hotel clean. We are sharing our home with you as a guest.  House is 4 blocks from bay, 10 from beach. Beautiful morning runs. Central to all San Diego. You will share the house with one professional male and one professional female. Must be friendly and neat. No smoking please. When y"
167760,https://www.airbnb.com/rooms/167760,"Comfy, very nice home in quiet park-like setting close to shops, restaurants, bus-lines and theater.   Easy access to major freeways -  20 minute drive to main attractions (Downtown/Gas Lamp, Zoo, Sea World, beaches...)  All amenities.  Well-traveled, friendly hostess.  Free Wifi, laundry, kitchen privileges. Nice, relaxing Mediterranean patio with BBQ Second bedroom listing - Please see Traveler's Haven 2 I am here to make your stay comfy and provide information on the area.  I will give you your space, but always enjoy interacting with guests as we cross paths. Very quiet, park like environment.  Lots of paths, trees, and grassy areas to walk in neighborhood. There are bus stops very close by, within walking distance including a major hub at the college nearby with buses that go all over San Diego.  The bus always takes time (it's not New York), but you can get downtown and to UCSD pretty easily from stops near my place.   Shopping and restaurants are within walking distance."
167804,https://www.airbnb.com/rooms/167804,"Mini-Studio (aka Man Cave... ladies welcomed!) in Home on AirBnB since 2011 -  see 5-star reviews! Suitable for those seeking PRIVACY on a budget. Private entrance yet access to whole house, FREE secure reserved parking space, executive leather chair, 32"" TV-computer screen, FREE wifi, mini-kitchenette, FREE Nespresso coffee, vaulted ceiling in converted space... large lounging area in backyard. Staying here is like visiting an old friend.  ** MUST READ HOUSE MANUAL & RULES BEFORE BOOKING! ** Welcome to your Mission Bay Retreat - an immaculately clean, contemporary and relaxing home designed for a 5-star restful stay.    - 3 minutes to Mission Bay, 5 minutes to Sea World, 10-12 minutes to La Jolla, Downtown, Zoo, Beaches (Mission Beach, Pacific Beach) BY CAR... YOUR PRIVATE STUDIO ROOM - FREE wifi and FREE designated driveway parking - FREE use of beach towels, beach chairs, beach umbrellas & boogie boards - Private Entry patio sliding door with screen door for fresh air - Bright and A"
168415,https://www.airbnb.com/rooms/168415,"Enjoy this incredibly relaxing and cheerful artistic space to relocate while your in San Diego! This home can be booked anywhere from a 1 bedroom or up to 4 bedrooms. It's cozy, comfy and you'll feel right at home! We welcome everyone plus your furry loved ones! Although we are family friendly, please let us know if you have children. We are close to all major freeways, Sharp Hospital, Fashion and Mission Valley malls, restaurants, shopping, all San Diego beaches and of course Downtown! Welcome to CASA De ARTISTA ~ Travel Twin Bedroom w/ shared guest hallway bathroom (Options to add on additional bedrooms in house at extra cost). This is an artist's home with many paintings and artistic flourish through out. Tastefully and cheerfully furnished! You will love the colors! We just remodeled the kitchen and living room and it is unique and beautiful! This is a place for the visual senses and perfect place for kick back – enjoy the tranquility. Any artist would love to call this space their"
170421,https://www.airbnb.com/rooms/170421,"This tropical themed bedroom is in the downstairs area of a spacious two story home. It is a master bedroom with large cedar lined mirrored closets and an adjacent modern bathroom (shared if guest in other bedroom next door).  Your room is a great place to retreat to for some tranquility after a day of activities in beautiful San Diego. You'll have to access to a very nice living room area, Mediterranean style patio and fully equipped kitchen.  The room also has a small refrigerator.  The house is located in a quiet park-like setting with lots of grass and paths in the complex. The view from your room is an open grassy area with trees. Close to shops, restaurants, bus-lines and theater.   Easy access to major freeways, beaches and about anywhere in San Diego. Beach or Downtown:  20 minute drive All amenities.  Well-traveled friendly hostess.  Free Wifi, laundry, kitchen privileges. Public transport in close walking distance (express bus downtown) Gorgeous lake short drive away for jogg"
